Data properties:

Recording date: 4/21/2011
Recording time: 15:46:21:000 (corresponds to time 0)
Study: Pilot6
Subject: P09
Recording: Pilot09
Screen resolution: 1280 x 1024
Coordinate unit: Pixels


Filter settings:

Eye: Average
Validity: Normal
Fixation filter: Tobii fixation filter
Fixation radius: 35

FixationIndex	Timestamp	FixationDuration	MappedFixationPointX	MappedFixationPointY	
1	16	250	550	520	
2	266	600	609	513	
3	982	150	650	507	
4	1132	816	572	521	
5	2148	466	563	562	
6	2615	466	565	513	
7	3081	200	559	561	
8	3281	550	547	518	
9	4147	17	557	530	
10	4280	416	562	447	
11	4696	416	579	512	
12	5113	433	602	466	
13	5546	316	358	204	
14	5862	217	176	53	
15	6079	150	180	124	
16	6345	100	166	217	
17	6579	83	291	155	
18	6662	217	211	41	
19	7162	17	929	101	
20	7711	183	717	502	
21	7894	233	544	517	
22	8127	117	580	545	
23	8377	333	708	476	
24	8710	150	749	726	
25	8860	100	781	681	
26	8960	500	666	509	
27	9460	533	520	397	
28	9993	183	534	340	
29	10176	333	622	345	
30	10509	266	767	625	
31	10776	150	828	724	
32	10926	250	821	613	
33	11176	283	644	386	
34	11459	233	824	581	
35	11858	17	635	375	
36	12125	1033	657	323	
37	13158	516	793	603	
38	13674	766	641	379	
39	14440	283	696	425	
40	14723	349	742	612	
41	15073	916	646	323	
42	15989	316	552	312	
43	16305	500	783	596	
44	16988	183	708	428	
45	17171	233	484	340	
46	17404	1699	616	451	
47	19103	166	472	398	
48	19270	250	384	363	
49	19520	133	632	354	
50	19653	250	547	218	
51	19903	200	634	215	
52	20252	83	674	399	
53	20336	183	664	572	
54	20519	466	659	420	
55	20985	100	409	1084	
56	24633	216	726	438	
57	24849	450	650	465	
58	25499	300	654	460	
59	25798	167	682	486	
60	25965	1133	704	450	
61	27098	100	492	693	
62	33928	298	666	474	
63	34226	600	752	485	
64	34992	17	698	480	
65	37890	150	736	480	
66	38040	350	735	530	
67	38390	250	629	517	
68	38640	217	692	530	
69	38856	250	622	545	
70	39106	949	692	557	
71	40056	183	687	615	
72	40239	583	683	653	
73	40822	183	700	569	
74	41005	217	717	490	
75	41221	400	726	456	
76	41621	266	810	499	
77	41888	533	723	515	
78	42621	266	782	485	
79	42887	966	714	445	
80	43853	350	460	425	
81	44203	233	510	611	
82	44436	266	414	627	
83	44702	366	486	633	
84	45069	233	534	621	
85	45302	216	587	625	
86	45518	250	640	626	
87	45768	233	726	630	
88	46002	266	656	633	
89	46268	150	788	595	
90	46418	100	807	563	
91	46518	217	733	566	
92	46734	200	764	611	
93	46934	333	679	603	
94	47467	183	392	386	
95	47983	233	456	455	
96	48383	17	533	457	
97	48500	416	408	397	
98	48916	416	650	598	
99	49332	100	697	607	
100	49599	133	728	606	
101	49732	217	780	614	
102	49949	150	741	604	
103	50282	83	690	596	
104	50482	33	668	593	
105	50615	33	522	433	
106	50765	216	448	428	
107	51165	50	461	453	
108	51498	117	620	272	
109	51614	150	566	231	
110	51764	117	671	235	
111	51881	150	562	229	
112	52031	316	628	364	
113	54945	366	515	435	
114	55312	450	606	401	
115	55895	383	648	398	
116	56428	83	586	426	
117	56661	316	542	471	
118	56977	466	361	308	
119	57444	350	477	340	
120	57793	700	350	300	
121	58493	283	507	316	
122	58776	333	584	323	
123	59109	500	368	367	
124	59609	1399	477	319	
125	61008	133	422	305	
126	61141	583	485	309	
127	61724	466	559	353	
128	62190	250	753	495	
129	62440	133	704	503	
130	62573	266	489	344	
131	62840	2798	713	510	
132	65638	350	745	550	
133	65988	1382	706	535	
134	67370	366	562	332	
135	67737	300	483	323	
136	68036	433	562	330	
137	68470	333	495	312	
138	68803	150	563	323	
139	69086	783	569	324	
140	69869	649	485	317	
141	70518	117	496	371	
142	70635	117	489	329	
143	70918	167	491	346	
144	71084	216	861	309	
145	71301	600	573	416	
146	71901	150	618	529	
147	72050	250	544	548	
148	72300	266	493	535	
149	72567	350	594	535	
150	72917	100	621	460	
151	73016	383	533	364	
152	73400	516	614	502	
153	73916	466	593	531	
154	74382	266	485	563	
155	74649	383	602	556	
156	75032	183	534	577	
157	75215	250	1023	327	
158	75465	183	1097	144	
159	75998	250	589	460	
160	76364	500	540	568	
161	76864	350	633	530	
162	77214	483	509	569	
163	77697	100	268	167	
164	77797	100	284	202	
165	77896	167	289	163	
166	78063	350	568	546	
167	78413	166	486	588	
168	78579	250	489	553	
169	78829	366	603	574	
170	79196	300	486	570	
171	79495	233	616	480	
172	79728	400	524	509	
173	80228	833	534	515	
174	81061	233	486	525	
175	81294	500	537	502	
176	81794	366	500	504	
177	82160	733	548	509	
178	82893	1232	567	477	
179	85092	150	60	497	
180	88123	333	559	481	
181	88572	333	575	515	
182	88906	433	584	568	
183	89338	250	623	637	
184	89588	100	336	266	
185	90421	333	348	439	
186	90887	649	397	427	
187	91537	100	301	187	
188	91754	150	373	239	
189	93952	167	463	559	
190	94268	266	455	553	
191	94835	216	433	578	
192	97849	433	531	552	
193	98282	100	446	503	
194	98382	183	474	526	
195	98565	250	501	554	
196	100247	100	587	571	
197	100347	167	609	543	
198	100514	550	479	516	
199	101064	466	516	569	
200	101530	166	486	519	
201	101696	466	542	570	
202	102163	350	477	521	
203	102513	233	545	567	
204	102746	117	494	559	
205	102862	150	486	524	
206	103145	200	364	544	
207	103345	383	422	564	
208	103728	483	353	509	
209	104211	133	381	474	
210	104544	466	424	569	
211	105011	350	356	476	
212	105360	450	388	446	
213	105810	583	417	563	
